cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_9062,649,Uganda,30,2,1,NULL,NULL,6,Kampala,1,2,NULL,1,1,1,NULL,2,2,1,1,1,1,3,6,4,4,3,6,3,7,3,2,1,1,6,6,6,2,7,7,3,6,5,6,2,2
hcw_9063,650,Uganda,35,1,3,NULL,NULL,2,Kampala,2,10,NULL,1,1,6,NULL,1,2,1,2,7,7,6,6,7,7,7,6,6,6,6,6,6,7,6,7,6,6,6,6,1,1,7,6,6,5
hcw_9064,651,Uganda,62,1,8,NULL,NULL,4,Kampala,1,5,NULL,1,1,1,NULL,1,1,1,2,1,1,7,7,6,6,6,6,6,5,7,5,6,7,7,7,7,6,7,7,2,6,6,2,1,1
hcw_9065,652,Uganda,24,2,1,NULL,NULL,6,Kampala,1,7,Laboratory Technician,10,1,1,NULL,1,2,1,1,5,2,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,7,7,1,6,3,3,1,1
hcw_9066,653,Uganda,24,2,1,NULL,NULL,6,Kampala,1,7,Laboratory Technician,3,1,1,NULL,1,2,1,1,5,2,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,7,7,1,6,3,3,1,1
hcw_9067,654,Uganda,33,2,3,NULL,NULL,2,Kampala,1,10,NULL,9,1,1,NULL,2,2,1,2,1,1,7,7,7,7,5,7,2,7,5,7,1,2,7,7,7,1,7,7,1,1,1,6,5,6
hcw_9068,655,Uganda,25,1,1,NULL,NULL,5,Kampala,1,7,Data officer,1,NULL,1,NULL,2,2,1,2,2,2,6,6,6,6,7,7,2,6,6,6,1,6,6,7,6,4,7,7,5,6,7,4,1,1
hcw_9069,656,Uganda,30,1,3,NULL,NULL,3,Kampala,1,5,NULL,1,1,1,NULL,1,1,1,2,7,1,7,7,7,7,7,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,2,1,1
hcw_9070,657,Uganda,30,1,3,NULL,NULL,7,Kampala,1,9,NULL,12,1,1,NULL,1,2,1,1,7,7,7,7,7,7,6,7,1,7,7,7,7,6,7,7,7,6,7,7,7,1,7,1,2,2
hcw_9071,658,Uganda,29,1,3,NULL,NULL,1,Kampala,1,8,NULL,1,1,1,NULL,2,2,2,2,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9072,659,Uganda,41,1,3,NULL,NULL,4,Kampala,1,8,NULL,1,1,1,NULL,2,2,2,2,5,5,7,7,7,7,6,6,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,4,4,4
hcw_9073,660,Uganda,23,1,1,NULL,NULL,7,Kampala,2,10,NULL,1,1,6,NULL,1,2,1,2,2,2,6,6,6,6,6,6,2,7,6,6,6,3,7,7,7,5,6,6,6,6,6,5,1,1
hcw_9074,661,Uganda,28,2,1,NULL,NULL,6,Mid Northern,1,7,None,10,NULL,1,NULL,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,3,1,1
hcw_9075,662,Uganda,25,1,3,NULL,NULL,1,Mid Northern,1,5,NULL,8,1,1,NULL,2,2,1,2,6,7,5,6,7,7,7,7,1,7,7,6,7,5,7,7,7,7,7,7,2,1,6,1,1,1
hcw_9076,663,Uganda,25,1,3,NULL,NULL,1,Mid Northern,1,5,NULL,8,1,1,NULL,2,2,1,2,6,7,5,6,7,7,7,7,1,7,7,6,7,5,7,7,7,7,7,7,2,1,6,1,1,1
hcw_9077,664,Uganda,32,2,3,NULL,NULL,2,Central 1,1,6,NULL,1,1,1,NULL,2,2,2,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3
hcw_9078,665,Uganda,28,1,2,NULL,NULL,1,Central 1,1,6,NULL,1,1,1,NULL,2,2,2,2,1,1,5,5,5,5,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,2,2,2
hcw_9079,666,Uganda,32,2,3,NULL,NULL,3,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1
hcw_9080,667,Uganda,26,1,3,NULL,NULL,1,Central 1,1,7,Pharmacist,1,1,1,NULL,1,1,1,2,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,5,5,7,7,7,1,1,1
hcw_9081,668,Uganda,26,2,1,NULL,NULL,6,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,1,1,1
hcw_9082,669,Uganda,26,2,3,NULL,NULL,2,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9083,670,Uganda,20,2,3,NULL,NULL,1,Central 1,1,9,NULL,1,1,1,NULL,1,1,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9084,671,Uganda,39,1,8,NULL,NULL,7,Kampala,1,10,NULL,12,1,2,NULL,2,2,1,2,7,7,5,5,6,7,7,7,1,6,7,5,7,7,7,7,7,7,7,7,2,7,6,6,6,6
hcw_9085,672,Uganda,45,2,2,NULL,NULL,4,Kampala,1,10,NULL,12,1,1,NULL,1,1,1,2,6,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,1,1,1,7,7,2,2,2
hcw_9086,673,Uganda,29,2,1,NULL,NULL,7,Kampala,1,2,NULL,1,1,1,NULL,2,1,1,1,7,7,6,6,7,7,7,7,2,6,6,7,6,6,6,7,7,7,7,7,7,7,6,2,2,1
hcw_9087,674,Uganda,35,2,3,NULL,NULL,4,Kampala,1,10,NULL,12,1,1,NULL,2,2,1,1,1,1,4,7,4,4,5,7,5,7,4,1,3,6,4,7,7,7,7,7,7,7,7,2,2,2
hcw_9088,675,Uganda,28,1,1,NULL,NULL,6,Kampala,1,10,NULL,10,1,1,NULL,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hcw_9089,676,Uganda,33,2,1,NULL,NULL,1,Kampala,1,3,NULL,1,1,1,NULL,2,2,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,3,3,2
hcw_9090,677,Uganda,30,1,3,NULL,NULL,1,Kampala,1,8,NULL,11,1,1,NULL,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
hcw_9091,678,Uganda,40,2,3,NULL,NULL,4,Kampala,2,8,NULL,3,1,1,NULL,1,1,2,2,7,6,6,7,7,7,6,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5
hcw_9092,679,Uganda,25,1,1,NULL,NULL,7,South Western,2,2,NULL,8,1,1,NULL,2,2,1,2,6,6,6,6,6,6,5,4,6,6,5,4,7,6,6,6,6,6,5,6,4,4,4,2,3,3
hcw_9093,680,Uganda,25,1,1,NULL,NULL,6,Central 1,1,6,NULL,8,1,1,NULL,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,5,2,2
hcw_9094,681,Uganda,35,1,3,NULL,NULL,3,Central 1,1,5,NULL,12,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,5,5,5
hcw_9095,682,Uganda,28,1,2,NULL,NULL,1,Central 1,1,6,NULL,8,1,1,NULL,1,1,1,1,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2
hcw_9096,683,Uganda,40,2,3,NULL,NULL,2,Kampala,1,7,Laboratory Technician,10,1,1,NULL,2,2,2,2,6,2,6,6,6,7,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,1,1,5,5,2
hcw_9097,684,Uganda,30,1,3,NULL,NULL,2,Central 1,1,6,NULL,12,1,1,NULL,2,2,2,2,2,2,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,5,2,2
hcw_9098,685,Uganda,29,1,3,NULL,NULL,2,Central 1,1,6,NULL,12,1,1,NULL,2,2,2,2,2,2,6,6,6,6,7,7,6,6,6,6,6,6,7,7,6,6,7,7,6,1,1,5,5,5
hcw_9099,686,Uganda,36,2,3,NULL,NULL,3,Central 1,1,2,NULL,5,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,6,7,7,7,6,1,1,2,2,2
hcw_9100,687,Uganda,24,1,2,NULL,NULL,1,Central 1,1,5,NULL,8,1,1,NULL,2,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,1,1,2,2,2
hcw_9101,688,Uganda,24,1,3,NULL,NULL,3,Mid Northern,2,5,NULL,8,1,1,NULL,1,2,1,1,6,6,6,6,6,6,6,6,6,7,7,6,7,5,6,7,7,7,6,7,2,7,7,1,1,1
hcw_9102,689,Uganda,24,1,2,NULL,NULL,6,Kampala,1,6,NULL,8,1,1,NULL,2,2,1,2,2,2,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,7,7,6,2,1,5,2,5
hcw_9103,690,Uganda,30,2,2,NULL,NULL,7,Kampala,1,9,NULL,1,NULL,1,NULL,2,2,1,2,7,7,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,7,6,6,6,6,1,1,1
hcw_9104,691,Uganda,28,1,2,NULL,NULL,1,Kampala,1,8,NULL,1,NULL,2,NULL,2,2,1,1,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2,2,2,1,1
hcw_9105,692,Uganda,30,1,2,NULL,NULL,1,Kampala,1,7,Clinical officer,12,1,1,NULL,1,1,1,1,6,6,7,7,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,2,2,1
hcw_9106,693,Uganda,34,1,5,NULL,NULL,3,Mid Northern,2,5,NULL,8,1,1,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,1,1,5
hcw_9107,694,Uganda,34,1,5,NULL,NULL,3,Mid Northern,2,5,NULL,8,1,1,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,1,1,5
hcw_9108,695,Uganda,42,1,5,NULL,NULL,3,Kampala,2,8,NULL,10,1,1,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,4,1,4
hcw_9109,696,Uganda,46,2,6,NULL,NULL,3,Mid Northern,1,3,NULL,2,1,2,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,2,3,5
hcw_9110,697,Uganda,30,1,6,NULL,NULL,3,Kampala,1,5,NULL,2,1,2,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,2,2,6,6,6,6,6,6,6,2,2,6,2,3,5
hcw_9111,698,Uganda,27,1,6,NULL,NULL,3,Kampala,1,6,NULL,1,1,2,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,2,3,5
hcw_9112,699,Uganda,54,2,6,NULL,NULL,3,Mid Northern,1,6,NULL,9,1,2,NULL,1,1,1,1,6,6,6,6,7,7,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,2,2,3
hcw_9113,700,Uganda,42,1,1,NULL,NULL,2,Central 1,2,5,NULL,1,1,1,NULL,2,2,2,2,2,2,6,6,6,6,2,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9114,701,Uganda,25,1,3,NULL,NULL,2,Central 1,2,9,NULL,12,NULL,1,NULL,2,2,2,2,2,2,7,6,6,7,2,1,5,1,6,2,1,2,6,6,6,6,6,6,1,1,6,6,5,5
hcw_9115,702,Uganda,26,1,3,NULL,NULL,2,Central 1,2,8,NULL,1,1,1,NULL,1,1,1,2,7,7,4,4,4,5,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,6,6,6
hcw_9116,703,Uganda,35,2,3,NULL,NULL,3,Central 1,2,10,NULL,12,1,1,NULL,2,2,2,2,2,2,2,2,6,6,6,6,2,6,6,2,2,6,6,6,6,5,7,7,6,2,6,6,2,1
hcw_9117,704,Uganda,33,2,3,NULL,NULL,2,Central 1,2,6,NULL,1,1,1,NULL,2,2,2,2,2,2,7,7,7,7,4,7,7,7,7,7,4,7,7,7,7,7,7,7,4,7,7,3,6,6
hcw_9118,705,Uganda,34,1,2,NULL,NULL,4,Central 1,2,9,NULL,1,NULL,2,NULL,2,2,2,2,6,6,6,6,6,6,6,6,5,6,6,6,2,6,6,5,5,5,6,6,6,6,6,6,6,6
hcw_9119,706,Uganda,30,1,3,NULL,NULL,2,Central 1,1,6,NULL,1,2,1,NULL,2,2,1,2,2,4,2,6,6,6,6,6,6,6,7,6,2,2,7,6,6,2,6,6,6,6,6,6,2,2
hcw_9120,707,Uganda,27,2,2,NULL,NULL,2,Central 1,1,2,NULL,1,1,1,NULL,1,1,1,1,3,4,6,7,6,7,4,6,5,7,6,5,2,2,5,7,5,2,6,7,2,6,4,4,2,1
hcw_9121,708,Uganda,41,1,3,NULL,NULL,5,Mid Northern,1,9,NULL,1,1,1,NULL,2,2,2,2,1,1,1,1,1,7,1,7,1,7,7,1,1,1,7,6,6,6,7,6,1,6,6,5,1,1
hcw_9122,709,Uganda,29,1,3,NULL,NULL,1,Central 1,1,7,Laboratory Technician,1,1,1,NULL,1,2,1,2,5,5,6,6,6,6,6,7,6,7,7,7,2,2,6,6,6,3,6,5,5,6,6,2,2,2
hcw_9123,710,Uganda,28,2,1,NULL,NULL,6,Central 1,1,7,Laboratory technologist,10,2,1,NULL,2,2,1,1,6,6,7,7,7,7,6,7,3,7,6,6,2,4,6,7,7,6,7,7,2,7,7,4,1,1
hcw_9124,711,Uganda,30,2,3,NULL,NULL,2,Central 1,1,7,Laboratory Technician,1,1,1,NULL,2,1,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9125,712,Uganda,30,2,3,NULL,NULL,2,Central 1,1,7,Laboratory Technician,1,1,1,NULL,2,1,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9126,713,Uganda,24,2,1,NULL,NULL,7,Central 1,1,9,NULL,12,NULL,1,NULL,2,2,2,2,5,3,6,6,6,6,6,6,2,7,6,6,5,5,6,7,7,6,7,7,6,7,7,2,2,1
hcw_9127,714,Uganda,20,1,1,NULL,NULL,3,Central 1,1,5,NULL,8,NULL,1,NULL,2,2,1,2,2,2,2,2,2,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
hcw_9128,715,Uganda,26,1,2,NULL,NULL,2,Central 1,1,4,NULL,1,1,2,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9129,716,Uganda,26,1,2,NULL,NULL,2,Central 1,1,4,NULL,1,1,2,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9130,717,Uganda,26,1,2,NULL,NULL,2,Central 1,1,4,NULL,1,1,2,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9131,718,Uganda,26,2,8,NULL,NULL,1,Central 1,1,9,NULL,1,1,1,NULL,1,2,1,1,5,5,6,6,5,5,6,7,6,6,6,7,6,5,6,7,6,5,7,7,5,6,6,5,5,5
hcw_9132,719,Uganda,30,1,1,NULL,NULL,5,Central 1,1,9,NULL,12,NULL,1,NULL,2,2,2,2,2,2,6,6,6,6,6,5,6,6,6,6,2,2,6,5,5,5,6,6,6,6,6,5,5,5
hcw_9133,720,Uganda,30,1,3,NULL,NULL,4,Central 1,1,9,NULL,12,NULL,1,NULL,2,2,2,2,2,2,6,2,2,6,6,5,5,6,6,6,2,2,6,5,5,5,6,6,6,6,6,5,5,5
hcw_9134,721,Uganda,30,2,3,NULL,NULL,2,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,4
hcw_9135,722,Uganda,34,1,3,NULL,NULL,4,Central 1,1,5,NULL,8,1,1,NULL,1,2,1,1,6,6,2,6,6,6,6,6,6,7,6,6,6,2,6,6,6,6,6,7,6,6,6,2,1,1
hcw_9136,723,Uganda,28,2,2,NULL,NULL,6,Central 1,1,7,Laboratory technologist,10,1,1,NULL,1,3,2,2,2,2,7,6,6,6,5,7,6,7,6,6,2,1,6,7,1,2,7,7,7,7,7,6,2,2
hcw_9137,724,Uganda,24,1,2,NULL,NULL,6,Central 1,1,6,NULL,1,1,1,NULL,1,1,1,1,4,5,5,6,3,5,5,7,4,7,4,7,1,1,6,7,6,4,7,7,5,7,5,6,5,2
hcw_9138,725,Uganda,41,1,1,NULL,NULL,2,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4
hcw_9139,726,Uganda,25,1,1,NULL,NULL,3,Central 1,1,5,NULL,8,1,1,NULL,1,3,1,1,6,6,7,7,6,7,7,7,2,7,7,7,7,3,7,7,7,7,7,7,2,7,6,6,5,6
hcw_9140,727,Uganda,29,2,3,NULL,NULL,2,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,2,2,1,1,1,7,5,5,5,7,6,6,6,6,7,7,7,7,7,7,7,7,7,4,4,4
hcw_9141,728,Uganda,28,2,1,NULL,NULL,7,Central 1,1,2,NULL,1,1,1,NULL,2,1,1,1,6,6,6,7,6,6,5,5,6,7,3,2,5,5,1,7,7,3,7,7,6,6,5,5,4,4
hcw_9142,729,Uganda,26,2,4,NULL,NULL,6,Central 1,1,9,NULL,12,1,1,NULL,2,2,2,2,6,6,7,7,7,7,7,7,1,7,6,7,6,6,6,7,7,6,7,7,7,6,6,1,1,1
hcw_9143,730,Uganda,29,1,3,NULL,NULL,4,Central 1,1,2,NULL,1,1,1,NULL,3,2,1,1,3,3,5,7,3,5,2,7,2,7,5,5,2,1,6,7,5,3,6,6,5,6,2,5,5,5
hcw_9144,731,Uganda,27,2,1,NULL,NULL,6,Central 1,1,2,NULL,1,1,1,NULL,1,1,1,1,4,3,7,7,7,7,3,7,5,7,5,5,1,1,5,7,6,4,4,4,4,4,4,6,2,2
hcw_9145,732,Uganda,31,2,3,NULL,NULL,6,Central 1,1,7,Laboratory Technician,10,2,2,NULL,2,2,3,2,2,2,1,6,6,7,6,7,1,7,7,6,6,4,6,7,7,4,7,6,1,6,6,1,1,1
hcw_9146,733,Uganda,27,1,3,NULL,NULL,6,Kampala,1,3,NULL,12,1,1,NULL,2,2,2,2,1,1,2,6,6,7,6,6,2,6,6,1,2,3,7,6,6,3,7,7,7,7,1,6,1,2
hcw_9147,734,Uganda,29,1,1,NULL,NULL,6,Central 1,1,5,NULL,1,1,1,NULL,2,2,2,2,2,2,7,6,6,7,6,7,7,7,6,7,2,6,7,7,6,6,7,7,7,6,7,5,2,2
hcw_9148,735,Uganda,61,1,1,NULL,NULL,5,Central 1,1,5,NULL,8,2,1,NULL,2,2,2,2,7,5,6,7,6,6,6,6,2,6,6,6,2,5,6,7,7,2,1,2,6,6,6,5,2,1
hcw_9149,736,Uganda,27,1,3,NULL,NULL,1,Central 1,1,1,NULL,8,1,1,NULL,2,2,2,2,1,2,6,6,6,7,2,7,2,7,2,7,1,2,7,7,7,6,6,6,2,1,1,6,5,5
hcw_9150,737,Uganda,23,2,8,NULL,NULL,1,Central 1,1,7,Laboratory assistant ,10,1,2,NULL,2,2,2,3,5,5,6,6,6,7,3,6,6,7,6,3,4,3,7,6,6,5,6,6,4,2,2,5,2,5
hcw_9151,738,Uganda,36,2,3,NULL,NULL,3,Central 1,1,10,NULL,12,NULL,1,NULL,2,2,2,2,5,5,1,1,1,2,5,7,6,7,1,5,2,2,5,6,6,5,5,6,7,7,3,3,2,2
hcw_9152,739,Uganda,26,1,1,NULL,NULL,7,Central 1,1,8,NULL,12,2,1,NULL,2,2,2,2,2,2,5,5,5,6,5,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,2,6,6,1
hcw_9153,740,Uganda,22,1,1,NULL,NULL,3,Central 1,1,6,NULL,1,1,1,NULL,3,2,3,2,5,6,6,6,6,7,7,7,3,7,6,6,5,5,7,7,7,7,5,5,2,6,6,5,1,1
hcw_9154,741,Uganda,38,2,3,NULL,NULL,4,Central 1,2,2,NULL,1,1,1,NULL,1,1,1,1,1,1,6,7,7,7,2,7,6,7,6,1,1,2,5,7,6,5,7,7,7,7,4,6,2,2
hcw_9155,742,Uganda,35,2,2,NULL,NULL,3,Central 1,1,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,3,3,2,6,6,7,7,7,6,7,6,5,3,6,6,7,6,6,6,6,6,6,5,6,6,5
hcw_9156,743,Uganda,30,1,3,NULL,NULL,2,Central 1,2,7,None,2,1,1,NULL,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,4,1,1
hcw_9157,744,Uganda,27,1,2,NULL,NULL,4,Central 1,2,8,NULL,11,1,3,NULL,2,2,1,2,2,2,3,1,1,7,7,7,7,7,7,2,4,5,4,7,7,7,7,7,1,7,7,5,5,5
hcw_9158,745,Uganda,45,2,5,NULL,NULL,4,Central 1,2,7,None,1,NULL,1,NULL,2,2,1,1,1,1,1,1,2,2,1,5,5,5,2,2,1,6,6,1,5,2,5,5,5,2,1,5,2,2
hcw_9159,746,Uganda,27,2,1,NULL,NULL,6,Central 1,2,8,NULL,12,NULL,1,NULL,2,2,1,1,1,2,5,5,6,7,6,7,2,7,2,1,3,2,6,6,6,3,7,6,2,2,6,2,1,1
hcw_9160,747,Uganda,42,1,3,NULL,NULL,3,Central 1,2,5,NULL,1,1,1,NULL,2,2,2,2,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
hcw_9161,748,Uganda,42,1,3,NULL,NULL,3,Central 1,2,5,NULL,1,1,1,NULL,2,2,2,2,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
hcw_9162,749,Uganda,20,1,1,NULL,NULL,6,Central 1,1,6,NULL,1,1,1,NULL,2,2,2,2,2,2,6,6,6,6,6,6,3,6,2,6,2,4,2,6,2,5,6,6,5,6,6,6,6,6
hcw_9163,750,Uganda,32,1,3,NULL,NULL,4,Central 1,2,5,NULL,8,1,1,NULL,1,2,1,1,2,1,3,1,1,2,7,7,7,6,2,7,7,6,2,7,6,5,7,7,7,7,7,5,2,3
hcw_9164,751,Uganda,36,1,5,NULL,NULL,2,Central 1,2,7,None,2,1,1,NULL,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,7,7,6,1,1,1,3,1,1,1,1,1,5,5,2
hcw_9165,752,Uganda,44,1,3,NULL,NULL,5,Central 1,2,10,NULL,12,1,6,NULL,2,2,1,2,2,2,2,2,2,1,1,2,7,7,7,7,2,2,7,7,7,7,7,7,2,7,2,4,1,1
hcw_9166,753,Uganda,34,1,3,NULL,NULL,2,Central 1,2,7,Clinical officer,1,1,1,NULL,1,2,1,2,3,3,5,5,6,6,6,7,3,7,3,3,1,1,6,7,7,7,7,7,2,6,7,2,2,2
hcw_9167,754,Uganda,43,1,3,NULL,NULL,5,Central 1,2,9,NULL,12,1,1,NULL,1,1,1,3,1,1,1,1,2,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
hcw_9168,755,Uganda,24,1,1,NULL,NULL,1,Central 1,2,10,NULL,10,1,1,NULL,1,2,1,1,1,2,2,2,7,7,7,7,7,7,2,2,1,2,4,7,7,2,7,7,2,7,7,2,2,6
hcw_9169,756,Uganda,24,2,1,NULL,NULL,1,Central 1,2,8,NULL,6,1,1,NULL,2,2,1,2,2,2,2,2,6,7,7,7,7,7,7,3,6,3,6,7,7,7,7,7,7,7,3,5,6,6
hcw_9170,757,Uganda,36,1,3,NULL,NULL,3,Central 1,2,5,NULL,8,1,1,NULL,1,1,1,1,2,2,6,6,6,7,2,7,6,7,6,1,3,6,7,7,6,5,7,7,5,7,6,5,2,5
hcw_9171,758,Uganda,30,2,3,NULL,NULL,1,Central 1,2,7,Vector Control Oficer,10,2,1,NULL,1,2,1,2,5,5,6,6,6,6,6,6,2,6,6,5,3,6,6,6,6,4,5,5,2,6,4,5,5,4
hcw_9172,759,Uganda,24,2,1,NULL,NULL,1,Central 1,2,8,NULL,6,1,1,NULL,2,2,1,2,2,2,2,2,6,7,7,7,7,7,7,3,6,3,6,7,7,7,7,7,7,7,3,5,6,6
hcw_9173,760,Uganda,40,1,3,NULL,NULL,4,Central 1,2,9,NULL,12,NULL,1,NULL,2,2,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,3,1,1,1,2,2,2,2,3,1,1,1,1
hcw_9174,761,Uganda,40,1,3,NULL,NULL,4,Central 1,2,9,NULL,12,NULL,1,NULL,2,2,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,3,1,1,1,2,2,2,2,3,1,1,1,1
hcw_9175,762,Uganda,27,1,1,NULL,NULL,6,Central 1,2,5,NULL,8,1,1,NULL,3,2,3,2,2,1,6,4,5,5,2,6,5,1,3,2,1,6,7,7,7,5,7,7,7,5,1,6,1,2
hcw_9176,763,Uganda,19,2,1,NULL,NULL,1,Central 1,2,7,Laboratory Technician,2,1,1,NULL,1,2,1,2,2,6,6,6,6,2,6,6,2,6,6,5,2,6,6,2,6,2,6,5,5,2,1,1,2,1
hcw_9177,764,Uganda,30,2,2,NULL,NULL,6,Central 1,2,7,Laboratory Technician,10,1,1,NULL,1,1,1,1,3,3,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,5,5,5
hcw_9178,765,Uganda,20,2,1,NULL,NULL,1,Central 1,2,8,NULL,6,1,1,NULL,2,2,1,2,2,2,2,2,6,7,7,7,7,7,7,3,6,3,6,7,7,7,7,7,7,7,3,5,6,6
hcw_9179,766,Uganda,20,1,1,NULL,NULL,6,Central 1,2,5,NULL,8,1,1,NULL,2,2,1,2,6,2,6,6,6,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,4,4,2
hcw_9180,767,Uganda,51,1,3,NULL,NULL,2,Central 1,2,6,NULL,1,1,1,NULL,1,2,1,2,2,2,6,6,6,6,1,6,7,6,6,2,1,2,5,6,6,2,6,6,2,2,2,5,5,5
hcw_9181,768,Uganda,41,1,1,NULL,NULL,4,Central 1,2,6,NULL,11,1,1,NULL,3,2,1,1,3,3,3,6,3,3,2,2,4,7,3,1,1,2,2,7,6,5,7,7,6,6,4,5,5,4
