id,d_age_i,gen,d_edu_c_o,d_marital_c_u,d_chdn_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,Country
908,28,2,1,1,3,0,0,1,1,2,1,,,,,,,,,,0,0,0,0,0,-1,-1,1,0,-2,1,1,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,Ghana
909,28,2,1,1,3,1,0,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,1,-2,0,-2,2,2,2,2,2,1,2,-2,-2,-2,1,-2,2,2,2,Ghana
910,28,2,1,1,,0,0,1,1,,,,,,,,,,,,2,2,1,-1,2,2,2,2,2,1,2,2,2,2,2,2,,0,1,1,1,1,2,1,2,Ghana
911,28,2,1,1,,0,0,1,1,1,,,,,,,,,,,2,2,1,-1,2,2,2,2,2,1,2,2,2,2,2,2,,0,1,1,1,1,2,1,2,Ghana
912,28,2,1,2,0,0,0,0,0,,,,,,,,,,,,2,1,1,2,2,0,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,0,2,Ghana
913,28,2,1,2,0,0,0,2,0,,,,,,,,,,,,1,1,-1,1,2,-2,-2,1,-2,2,-2,2,-2,2,2,2,2,-2,1,-2,-2,0,1,1,0,Ghana
914,28,2,1,2,0,0,0,2,2,,,,,,,,,,,,2,1,1,-2,2,0,0,0,1,0,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,Ghana
915,28,2,1,2,0,0,0,1,0,,,,,,,,,,,,1,1,0,-1,2,0,0,-2,-1,0,1,2,1,0,1,1,1,0,-1,-1,0,0,1,1,1,Ghana
916,28,2,1,2,0,0,0,1,0,,,,,,,,,,,,1,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,0,0,-2,0,2,-2,0,-2,-2,Ghana
917,28,2,1,2,0,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,2,1,2,2,2,2,2,2,2,1,-1,-2,2,2,2,2,2,2,1,Ghana
918,28,2,1,2,0,0,0,1,1,2,0,,,,,,,,,,2,1,2,0,2,1,-2,1,2,1,1,2,1,2,2,-1,2,0,1,1,1,2,2,2,2,Ghana
919,28,2,1,2,0,0,0,1,1,1,,,,,,,,,,,1,2,2,1,-1,1,-2,2,2,-1,2,2,2,2,2,-1,-2,-2,0,1,1,-1,-2,-2,-2,Ghana
920,28,2,1,2,0,0,0,1,1,1,,,,,,,,,,,2,-1,1,0,2,1,-1,2,-1,-1,2,2,2,0,0,0,-1,-1,2,-1,1,1,2,2,1,Ghana
921,28,2,1,2,0,0,0,1,1,1,,,,,,,,,,,2,2,2,1,2,0,0,2,1,0,1,2,2,2,2,-1,1,0,1,1,1,1,2,2,2,Ghana
922,28,2,1,2,0,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,-1,2,1,-1,1,1,-1,1,1,2,Ghana
923,28,2,1,2,0,0,1,1,0,,,,,,,,,,,,1,1,1,0,2,0,-1,-2,-1,-1,1,2,1,1,1,0,2,1,-1,-1,1,0,2,1,1,Ghana
924,28,2,1,2,0,0,1,1,1,2,0,,,,,,,,,,1,2,1,1,2,2,-2,-2,1,1,2,2,2,2,2,1,-2,-2,-1,1,1,-2,2,-1,-2,Ghana
925,28,2,1,2,0,0,1,1,1,1,,,,,,,,,,,1,1,0,0,1,2,2,1,2,-2,1,1,2,2,2,2,2,1,1,2,2,-1,2,1,1,Ghana
926,28,2,1,2,0,0,1,1,1,3,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,0,2,1,1,1,1,1,0,1,0,1,1,-1,-1,1,Ghana
927,28,2,1,2,0,2,2,1,1,1,,,,,,,,,,,1,2,2,-2,-2,0,-1,0,0,0,-1,2,-2,2,2,2,2,-2,-2,0,2,-2,-2,-2,1,Ghana
928,28,2,1,2,0,1,1,1,1,1,,,,,,,,,,,2,2,2,-2,1,1,0,2,1,0,2,2,1,1,1,-2,2,0,1,0,0,2,2,2,2,Ghana
929,28,2,1,2,1,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,1,-2,0,-2,1,1,0,2,2,1,2,1,-2,-2,1,-1,-2,-2,-1,Ghana
930,28,2,1,2,1,0,0,0,1,3,,,,,,,,,,,1,2,2,1,2,-2,-1,-2,-2,-2,2,2,2,2,1,0,2,1,-2,-2,-2,-1,2,2,1,Ghana
931,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,-1,2,2,0,2,0,0,2,1,0,2,2,2,2,2,0,2,1,-1,1,0,0,-2,-2,-2,Ghana
932,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,0,-2,2,2,1,0,-2,1,1,1,2,2,2,2,-2,2,1,-2,-2,0,-2,0,-2,1,Ghana
933,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,2,2,0,0,1,-1,2,1,1,-2,2,2,1,1,-1,1,2,2,2,2,1,2,2,1,Ghana
934,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,2,-2,1,2,1,1,-2,2,1,1,2,2,2,2,1,-2,1,-2,0,0,-2,0,0,1,Ghana
935,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,-1,2,2,1,2,2,2,1,2,2,0,2,1,2,0,2,2,2,1,2,2,2,Ghana
936,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,2,1,-1,2,2,2,2,Ghana
937,28,2,1,2,1,0,0,1,1,2,0,,,,,,,,,,1,-2,2,1,2,-2,-2,2,-2,0,-2,2,-2,2,2,2,0,0,-2,-2,-2,-2,2,1,-2,Ghana
938,28,2,1,2,1,0,0,1,1,2,0,,,,,,,,,,2,2,2,2,2,2,1,-1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,Ghana
939,28,2,1,2,1,0,0,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,0,2,2,2,0,2,1,0,2,-2,0,1,2,2,2,2,2,2,2,Ghana
940,28,2,1,2,1,0,0,1,1,1,,,,,,,,,,,1,2,2,-2,2,-2,2,2,2,0,1,2,0,2,2,2,2,-2,2,0,0,-2,-2,0,0,Ghana
941,28,2,1,2,1,0,1,1,1,2,1,,,,,,,,,,2,1,1,-2,2,2,1,2,1,1,2,2,2,1,2,-1,1,0,2,1,0,2,2,2,2,Ghana
942,28,2,1,2,1,0,1,1,1,2,1,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,1,2,-2,-2,Ghana
943,28,2,1,2,1,0,1,1,1,1,,,,,,,,,,,0,2,2,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,Ghana
944,28,2,1,2,1,1,0,0,0,,,,,,,,,,,,1,0,2,-2,2,2,-1,-2,-2,-2,1,1,1,2,2,0,2,-2,0,1,1,2,2,1,1,Ghana
945,28,2,1,2,1,1,1,1,1,1,,,,,,,,,,,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,1,Ghana
946,28,2,1,2,1,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Ghana
947,28,2,1,2,1,0,0,0,0,,,,,,,,,,,,2,1,2,-1,1,0,0,0,1,-1,0,2,2,-1,2,-2,1,-2,-2,2,2,2,-2,-2,2,Ghana
948,28,2,1,2,1,0,0,0,0,,,,,,,,,,,,2,2,2,-1,2,2,0,0,1,0,0,2,2,1,1,0,0,0,1,1,1,-2,-2,-2,-2,Ghana
949,28,2,1,2,1,0,0,0,0,,,,,,,,,,,,2,2,2,1,1,1,1,2,0,0,1,2,2,2,2,-1,1,0,1,1,1,1,2,2,2,Ghana
950,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,Ghana
951,28,2,1,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,Ghana
952,28,2,1,2,1,0,0,1,1,2,1,,,,,,,,,,2,2,2,-2,2,0,-2,2,-2,-2,-2,-2,-2,2,2,-2,2,0,0,0,-2,0,-2,-2,-2,Ghana
953,28,2,1,2,1,0,1,2,0,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,-2,2,-1,2,2,1,2,2,2,2,Ghana
954,28,2,1,2,1,1,1,1,1,2,0,,,,,,,,,,2,1,1,1,2,0,2,2,-2,-1,2,2,2,2,2,2,2,-1,-1,1,1,-1,2,0,1,Ghana
955,28,2,1,0,0,0,0,0,0,,,,,,,,,,,,-1,2,1,-2,2,-1,2,-2,-2,-2,-2,2,-2,2,2,0,2,-2,-2,0,1,0,1,1,-2,Ghana
956,28,2,1,0,0,0,0,1,0,,,,,,,,,,,,2,2,1,1,2,1,1,2,2,-2,1,2,2,2,2,-1,2,2,0,2,2,0,1,1,1,Ghana
957,28,2,1,0,0,0,0,1,1,2,0,,,,,,,,,,-1,-2,1,-1,2,1,-2,2,0,1,1,2,0,1,2,-1,2,1,1,0,0,1,1,2,0,Ghana
958,28,2,1,0,0,0,0,1,1,2,0,,,,,,,,,,1,2,1,1,2,0,-1,2,1,-1,2,2,1,2,2,2,1,-1,2,1,1,2,-1,-2,-1,Ghana
959,28,2,1,0,0,0,0,1,1,3,,,,,,,,,,,0,-1,1,1,2,-1,-1,1,-1,-1,1,1,0,2,2,2,2,-1,0,0,-2,-1,-2,-2,-1,Ghana
960,28,2,1,0,0,0,0,1,1,3,,,,,,,,,,,-1,0,2,-2,2,2,1,2,2,0,1,2,0,2,2,2,2,0,1,1,1,-1,-2,1,-2,Ghana
961,28,2,1,0,0,0,1,1,1,2,0,,,,,,,,,,2,2,1,-1,1,2,-1,2,2,1,1,2,2,-2,-2,-2,-1,-2,1,1,-1,1,2,2,2,Ghana
962,28,2,1,0,0,0,1,1,1,1,,,,,,,,,,,1,2,2,1,2,1,-1,2,1,2,1,2,1,1,1,-1,1,-1,-1,0,0,-1,2,2,1,Ghana
963,28,2,1,0,0,1,1,1,1,2,0,,,,,,,,,,2,1,1,-1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-1,2,2,2,2,1,2,2,Ghana
964,28,2,1,0,1,0,1,1,1,2,2,,,,,,,,,,0,2,1,1,2,-1,-2,-2,1,-2,0,2,0,2,2,0,-2,0,0,0,0,-1,2,1,0,Ghana
965,28,2,1,0,1,0,1,1,1,3,,,,,,,,,,,1,0,0,-1,1,0,-1,-1,-2,0,1,1,1,0,1,-1,0,-1,1,1,0,1,1,1,1,Ghana
966,28,2,1,0,1,0,0,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,-1,2,1,-2,2,2,-1,2,1,2,Ghana
967,28,2,1,0,2,1,1,1,1,2,0,,,,,,,,,,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,1,-1,1,1,Ghana
968,28,2,1,0,2,1,0,0,0,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,-1,1,0,1,2,1,1,1,2,2,Ghana
969,28,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
970,28,2,2,1,0,0,0,0,0,,,,,,,,,,,,2,0,1,1,2,1,0,1,1,1,1,2,2,2,2,0,1,1,0,0,0,1,1,0,2,Ghana
971,28,2,2,1,0,0,0,1,0,,,,,,,,,,,,-1,1,-1,1,1,1,-1,1,0,0,2,2,2,2,2,2,2,1,-1,-1,1,0,1,1,1,Ghana
972,28,2,2,1,0,0,0,1,1,2,0,,,,,,,,,,2,2,0,-1,2,2,-1,-1,1,-1,1,2,1,2,2,2,2,1,-1,1,0,0,-1,1,0,Ghana
973,28,2,2,1,0,0,0,1,1,2,2,,,,,,,,,,2,2,2,0,1,1,0,2,1,-1,1,2,1,1,2,-1,1,1,1,1,-1,1,1,1,2,Ghana
974,28,2,2,1,0,0,0,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana
975,28,2,2,1,0,0,0,1,1,1,,,,,,,,,,,1,2,2,1,2,2,-1,2,2,2,2,2,2,2,2,-1,2,1,1,1,1,0,1,1,1,Ghana
976,28,2,2,1,0,0,1,1,1,2,0,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,Ghana
977,28,2,2,1,0,0,1,1,1,2,1,,,,,,,,,,2,-1,1,-1,1,-1,-2,-1,-1,0,1,2,1,1,2,-1,1,1,-2,-1,0,-2,2,0,1,Ghana
978,28,2,2,1,0,0,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,Ghana
979,28,2,2,1,0,0,1,1,1,1,,,,,,,,,,,1,1,1,0,2,-1,-2,1,0,0,1,2,2,2,2,1,1,-2,-1,-2,-2,0,1,0,0,Ghana
980,28,2,2,1,0,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana
981,28,2,2,1,0,2,1,1,1,2,0,,,,,,,,,,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,-2,2,-1,1,2,2,2,2,2,2,Ghana
982,28,2,2,2,0,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,-1,-1,2,-1,2,2,2,2,1,1,1,-1,-1,1,2,-1,2,-2,1,Ghana
983,28,2,2,2,0,0,1,0,1,1,,,,,,,,,,,2,2,2,-1,2,2,-1,1,2,-1,1,2,2,2,2,2,2,-1,2,2,2,1,2,2,2,Ghana
984,28,2,2,2,0,0,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,0,-1,0,2,1,2,1,1,2,2,Ghana
985,28,2,2,2,0,1,1,1,1,2,0,,,,,,,,,,1,-1,0,-1,-1,0,-2,-1,-2,-2,-1,1,0,1,2,2,2,-2,-2,-2,-2,-2,0,0,-2,Ghana
986,28,2,2,2,0,1,1,1,1,2,0,,,,,,,,,,1,2,2,-1,2,2,-1,0,2,2,2,2,2,2,2,-2,2,-1,1,2,2,1,2,2,2,Ghana
987,28,2,2,2,1,0,0,1,0,,,,,,,,,,,,1,-1,-1,-1,2,-1,1,2,-2,2,1,2,0,0,0,2,1,0,2,0,0,2,0,-1,-2,Ghana
988,28,2,2,2,1,0,0,1,0,,,,,,,,,,,,2,0,1,-1,-2,2,-1,2,2,2,-1,1,0,2,2,0,2,-2,1,1,1,1,-2,1,2,Ghana
989,28,2,2,2,1,0,0,1,1,2,0,,,,,,,,,,2,2,2,-2,2,1,-1,1,1,1,1,2,1,1,2,-2,2,-2,1,-1,1,1,2,2,2,Ghana
990,28,2,2,2,1,1,1,1,1,2,1,,,,,,,,,,-2,-1,-1,-1,-2,-1,0,-1,-1,0,-1,-2,-2,-2,-2,-1,-2,-1,-1,-1,-1,-1,0,0,-1,Ghana
991,28,2,2,2,1,1,1,1,1,2,1,,,,,,,,,,-2,-2,-2,-1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,-2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,Ghana
992,28,2,2,1,0,0,0,1,1,1,,,,,,,,,,,2,1,2,-1,2,1,-1,2,1,0,1,2,1,2,2,-1,1,-1,1,-1,0,2,1,-2,2,Ghana
993,28,2,2,2,0,0,0,1,0,,,,,,,,,,,,2,1,1,0,2,1,-1,-1,-2,-2,2,1,1,1,1,1,1,-2,1,1,1,0,-1,1,1,Ghana
994,28,2,2,2,1,0,0,1,1,1,,,,,,,,,,,0,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,1,1,2,1,2,1,0,Ghana
995,28,2,2,0,0,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,1,2,2,0,2,2,2,2,2,-1,2,1,1,1,0,0,2,2,2,Ghana
996,28,2,2,1,0,0,0,1,1,2,1,,,,,,,,,,-1,1,0,0,-1,1,1,1,2,-2,1,2,1,1,1,-1,2,-1,1,2,2,1,1,-1,-1,Ghana
997,28,2,2,1,0,0,1,0,0,,,,,,,,,,,,2,2,2,1,2,0,-1,2,1,0,0,2,1,1,1,0,0,1,1,1,2,1,1,2,1,Ghana
998,28,2,0,1,2,2,1,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Ghana
999,28,1,0,1,1,0,0,1,0,,,,,,,,,,,,1,2,2,2,2,-1,-2,2,1,2,2,2,1,2,2,1,2,2,2,-2,1,1,-1,-1,-2,Ghana
1000,28,1,0,1,1,0,0,1,0,,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,-1,2,1,2,2,2,2,2,2,2,Ghana
1001,28,1,0,2,1,0,1,1,0,,,,,,,,,,,,2,2,1,0,2,2,0,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,-1,-1,1,Ghana
1002,28,1,0,1,0,0,0,0,0,,,,,,,,,,,,2,1,1,-1,2,2,1,-2,2,-1,1,1,1,2,2,0,2,0,-2,0,1,-2,2,1,1,Ghana
1003,28,1,0,1,0,0,0,0,0,,,,,,,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,-1,-1,2,2,-2,2,2,2,Ghana
1004,28,1,0,1,0,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,1,-2,2,2,2,2,2,1,1,-2,2,1,-2,1,2,-2,2,2,2,Ghana
1005,28,1,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,1,2,2,2,Ghana
1006,28,1,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,Ghana
1007,28,1,0,1,0,0,0,1,1,2,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,2,1,1,1,1,1,2,2,2,Ghana
1008,28,1,0,1,0,0,0,1,1,2,0,,,,,,,,,,2,1,2,0,2,2,-1,2,2,1,2,2,2,2,2,-2,2,2,1,1,1,1,2,2,2,Ghana
1009,28,1,0,1,0,0,0,1,1,2,1,,,,,,,,,,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,-2,2,-2,2,0,0,0,2,2,2,Ghana
1010,28,1,0,1,0,0,0,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,2,-2,2,2,2,2,2,2,2,-2,2,2,-2,2,2,-2,2,2,2,Ghana
1011,28,1,0,1,0,0,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,-1,2,2,2,-1,2,2,2,2,1,1,1,2,2,1,1,Ghana
1012,28,1,0,1,0,0,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,-2,2,2,1,1,1,1,2,2,2,Ghana
1013,28,1,0,1,0,0,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,2,2,1,0,Ghana
1014,28,1,0,1,0,0,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,-2,2,1,2,2,2,2,2,-1,1,2,-2,1,1,-2,2,2,2,Ghana
1015,28,1,0,1,0,0,1,1,1,3,,,,,,,,,,,2,2,-2,-2,2,2,-2,2,2,-2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,-1,Ghana
1016,28,1,0,1,0,2,2,1,1,1,,,,,,,,,,,2,-1,-2,0,1,-1,-2,1,-1,0,-1,1,1,2,2,2,-1,1,-2,-2,-2,-2,1,1,2,Ghana
1017,28,1,0,1,0,2,1,1,2,,,,,,,,,,,,2,1,2,1,2,2,1,-2,2,0,2,2,2,2,2,1,2,2,-1,1,1,-2,1,-2,0,Ghana
1018,28,1,0,1,0,1,0,0,0,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-2,-2,-1,-1,-2,-1,0,-1,0,0,0,-1,Ghana
1019,28,1,0,1,0,1,0,1,1,1,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,1,2,2,2,2,2,-2,1,-1,2,2,1,2,2,2,2,Ghana
1020,28,1,0,1,0,1,1,1,0,,,,,,,,,,,,1,1,1,0,2,2,1,1,2,1,2,2,2,1,2,0,1,0,1,2,2,2,0,0,0,Ghana
1021,28,1,0,1,0,1,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,1,2,-1,1,-1,-1,2,1,1,1,Ghana
1022,28,1,0,1,1,0,0,1,0,,,,,,,,,,,,2,2,1,2,2,-1,-2,2,-1,0,-2,2,1,2,2,1,2,2,1,-2,-2,-1,-2,-2,-2,Ghana
1023,28,1,0,1,1,0,0,1,1,2,0,,,,,,,,,,1,1,1,1,2,1,1,1,1,-1,1,2,2,2,2,2,2,2,-2,-1,1,-1,1,1,1,Ghana
1024,28,1,0,1,1,1,1,1,1,2,1,,,,,,,,,,2,2,2,-2,2,2,1,2,2,1,2,2,2,1,0,-2,1,2,2,2,2,2,2,2,2,Ghana
1025,28,1,0,1,1,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,1,2,2,1,2,1,2,Ghana
1026,28,1,0,1,1,0,0,1,1,3,,,,,,,,,,,-2,-2,2,-2,2,1,-2,-2,-2,-2,1,2,0,2,2,1,1,1,-2,2,2,0,-2,-2,-2,Ghana
1027,28,1,0,1,1,1,1,1,1,1,,,,,,,,,,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,Ghana
1028,28,1,0,1,2,0,0,1,1,1,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,-2,2,2,2,2,-1,1,2,2,2,Ghana
1029,28,1,0,1,2,2,1,1,0,,,,,,,,,,,,2,2,2,2,2,1,2,-1,2,-1,2,2,2,-1,-1,-1,2,2,-2,-2,-2,-2,2,-2,2,Ghana
1030,28,1,0,1,2,0,0,1,1,3,,,,,,,,,,,1,0,2,2,2,1,-2,-1,0,-1,1,2,2,2,2,1,1,1,-2,1,0,-2,2,1,1,Ghana
1031,28,1,0,1,2,1,1,1,1,3,,,,,,,,,,,1,2,2,2,2,-1,-1,0,0,1,1,2,2,2,2,1,1,1,-1,0,0,1,1,2,1,Ghana
1032,28,1,0,1,3,1,1,0,0,,,,,,,,,,,,2,2,1,-2,2,2,2,-2,2,1,2,2,2,2,2,-2,2,0,0,2,2,1,2,2,2,Ghana
1033,28,1,0,2,0,0,1,1,1,1,,,,,,,,,,,-1,1,2,-1,2,1,-1,2,1,0,1,2,1,2,2,0,1,1,0,2,2,-1,1,2,-1,Ghana
1034,28,1,0,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,-1,2,2,1,2,2,2,2,2,2,2,2,-1,2,1,2,2,2,2,2,2,2,Ghana
1035,28,1,0,2,1,1,1,1,1,2,0,,,,,,,,,,2,2,1,0,2,2,0,1,2,1,1,2,1,2,2,-1,2,2,2,2,2,2,2,2,1,Ghana
1036,28,1,0,2,1,0,0,1,1,2,2,,,,,,,,,,2,0,0,1,2,-1,-2,-2,-2,-2,2,2,2,2,2,-1,1,1,-2,-1,1,-2,1,-2,2,Ghana
1037,28,1,0,2,1,0,0,1,1,3,,,,,,,,,,,2,2,1,-1,2,2,1,2,2,2,2,2,2,2,2,0,1,1,2,2,1,-1,2,2,2,Ghana
1038,28,1,0,2,2,0,0,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,1,2,0,1,2,-2,-2,2,Ghana
1039,28,1,0,0,1,1,1,1,1,3,,,,,,,,,,,2,2,1,1,2,2,-2,-1,2,1,2,2,2,2,1,-2,2,2,-2,-1,-1,-2,2,1,1,Ghana
1040,28,1,0,0,2,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,0,2,2,2,1,1,2,2,-1,2,Ghana
1041,28,1,0,0,3,0,1,0,0,,,,,,,,,,,,1,2,2,-1,2,0,0,1,-1,1,1,2,2,2,2,-2,0,2,-2,-2,-1,-1,2,2,2,Ghana
1042,28,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
1043,28,1,1,1,0,0,0,0,0,,,,,,,,,,,,-1,1,1,1,1,1,-2,-2,1,-2,1,1,-1,2,2,-1,1,-2,-2,-2,-1,-1,1,-2,-1,Ghana
1044,28,1,1,1,0,0,0,0,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,Ghana
1045,28,1,1,1,0,0,0,0,0,,,,,,,,,,,,1,1,1,-2,1,1,0,-2,1,-2,2,2,2,2,2,-2,2,2,0,2,2,-2,1,-2,1,Ghana
1046,28,1,1,1,0,0,0,0,0,,,,,,,,,,,,2,1,-1,-1,2,-1,-2,-2,2,-2,2,2,1,-2,-2,-2,-2,2,-2,1,2,-2,-1,-2,-2,Ghana
1047,28,1,1,1,0,0,0,0,0,,,,,,,,,,,,2,2,2,1,2,2,2,0,1,0,0,2,1,2,2,0,2,2,1,1,1,0,1,1,2,Ghana
1048,28,1,1,1,0,0,0,0,0,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,Ghana
1049,28,1,1,1,0,0,0,2,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,Ghana
1050,28,1,1,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,Ghana
1051,28,1,1,1,0,0,0,1,0,,,,,,,,,,,,0,1,2,1,2,2,1,2,1,0,2,2,2,2,2,2,2,1,1,1,1,1,1,-1,-1,Ghana
1052,28,1,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,1,0,2,0,2,1,1,0,2,2,2,1,2,0,2,1,1,-1,0,1,2,1,1,Ghana
1053,28,1,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,0,-1,1,-1,0,1,1,1,1,0,1,-1,0,0,1,1,1,2,0,Ghana
1054,28,1,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,2,0,2,1,1,1,1,1,1,2,1,2,1,0,2,1,1,1,1,1,1,1,1,Ghana
1055,28,1,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,1,-1,2,-2,-2,-2,-2,-2,-1,2,1,2,1,1,1,-2,2,0,0,-2,2,1,-2,Ghana
